iter	MultiClass
191	0.937216048
192	0.9368277385
193	0.9362752869
194	0.9355066943
195	0.9349787522
196	0.9346418327
197	0.9339894391
198	0.9334352506
199	0.9329733075
200	0.9320737766
201	0.9316484893
202	0.9310820105
203	0.9302101675
204	0.9297786497
205	0.9292261101
206	0.9284078026
207	0.9272518931
208	0.9266677879
209	0.9262663434
210	0.925510411
211	0.924640604
212	0.9241696647
213	0.9236736418
214	0.9229624184
215	0.9218521645
216	0.9215246068
217	0.9211422801
218	0.9203140679
219	0.9195203447
220	0.9188558001
221	0.9181744082
222	0.9171801265
223	0.9166171226
224	0.9159108581
225	0.9153359181
226	0.9145512592
227	0.9138838943
228	0.9135343121
229	0.9129555902
230	0.9123317588
231	0.91169046
232	0.9111115964
233	0.9103159977
234	0.9098518021
235	0.9086449741
236	0.9079760379
237	0.9074908468
238	0.9065623817
239	0.9057725217
240	0.9050683552
241	0.9047070275
242	0.9040374156
243	0.9037620227
244	0.9032714816
245	0.9028279174
246	0.902306601
247	0.90173637
248	0.9010815032
249	0.9008487279
250	0.9001057894
251	0.8997288299
252	0.8991684145
253	0.8987290198
254	0.8976409622
255	0.8970034171
256	0.8967774377
257	0.8961652025
258	0.895480564
259	0.8949570788
260	0.8947206767
261	0.894157202
262	0.8935592083
263	0.8930966965
264	0.8924326893
265	0.891990859
266	0.8913594058
267	0.8908082258
268	0.8903496955
269	0.8899586274
270	0.8893473676
271	0.8890303356
272	0.88836622
273	0.8879004644
274	0.8874303001
275	0.886731216
276	0.8859677073
277	0.8856868803
278	0.8852506483
279	0.8848269109
280	0.8837674272
281	0.8831447051
282	0.8827798896
283	0.8824367999
284	0.8821797004
285	0.8816838005
286	0.8811159137
287	0.8803200063
288	0.879577502
289	0.8789713186
290	0.8782469495
291	0.8776264978
292	0.8771431158
293	0.8763955241
294	0.8759653753
295	0.8749970925
296	0.8743366578
297	0.8738633372
298	0.8735101258
299	0.8724287812
300	0.8716840715
301	0.8713325896
302	0.8710416156
303	0.8706088748
304	0.8698632218
305	0.8694862373
306	0.8690771843
307	0.8685308917
308	0.8681905873
309	0.8674158096
310	0.8667780653
311	0.8659359671
312	0.865320647
313	0.8647613377
314	0.8643406998
315	0.8639226232
316	0.8635110413
317	0.8629532689
318	0.8625151639
319	0.8621363914
320	0.8616994135
321	0.8612404634
322	0.8607355465
323	0.8601291926
324	0.8596080603
325	0.8593926861
326	0.8587890473
327	0.8583451005
328	0.8577560468
329	0.857046235
330	0.8566191516
331	0.8563714718
332	0.8559083954
333	0.8554471402
334	0.8550995274
335	0.8546758827
336	0.8540587588
337	0.8534255904
338	0.8529072877
339	0.8520950953
340	0.8518326332
341	0.851305939
342	0.8506572231
343	0.8498078611
344	0.8495069691
345	0.8490665957
346	0.8484481885
347	0.8481073697
348	0.8477153285
349	0.84730202
350	0.8466515683
351	0.84625888
352	0.8458583649
353	0.8455562588
354	0.8450143939
355	0.844734298
356	0.8443953927
357	0.8439101309
358	0.8434946562
359	0.843160529
360	0.8430143712
361	0.8426533084
362	0.8421794649
363	0.8418204067
364	0.8412938402
365	0.8405030428
366	0.8404019818
367	0.840064617
368	0.839177672
369	0.8382884916
370	0.837902514
371	0.8373411528
372	0.8369382816
373	0.8362939849
374	0.8358069824
375	0.8354316381
376	0.8348270763
377	0.8346830967
378	0.8340702458
379	0.8336768282
380	0.8330011054
381	0.8326729099
382	0.832388331
383	0.832083432
384	0.8316561627
385	0.8311856232
386	0.8308640874
387	0.8304891174
388	0.8298940852
389	0.8295537603
390	0.8291603426
391	0.8289470523
392	0.8286221312
393	0.8281110673
394	0.8275177507
395	0.8271103549
396	0.826688348
397	0.8262540204
398	0.8260190007
399	0.825690218
400	0.8250969965
401	0.8243249138
402	0.8240285853
403	0.8239362359
404	0.8234953166
405	0.8230722587
406	0.8224936711
407	0.8222296839
408	0.8219203134
409	0.8211102237
410	0.8205879808
411	0.8199527423
412	0.8197757421
413	0.8191417023
414	0.8190435134
415	0.8185961474
416	0.8181975773
417	0.8175472526
418	0.81731404
419	0.8168121722
420	0.8162767777
421	0.816018221
422	0.8155850012
423	0.8150199424
424	0.8146283121
425	0.8142439347
426	0.8138584394
427	0.8134767316
428	0.8131797801
429	0.8127732512
430	0.8125408207
431	0.8122563915
432	0.8117603816
433	0.8112032978
434	0.8108674377
435	0.8104729349
436	0.809767813
437	0.8092578078
438	0.8088941844
439	0.8083121951
440	0.8077676798
441	0.8072647985
442	0.8071629305
443	0.8066217091
444	0.8064196842
445	0.8057640529
446	0.8053893159
447	0.8048246273
448	0.804237898
449	0.803959045
450	0.8036360037
451	0.8032461549
452	0.8025668985
453	0.8019582797
454	0.8016062976
455	0.8012560115
456	0.8009494942
457	0.8006694228
458	0.8002017712
459	0.7998960782
460	0.7997004272
461	0.7992452898
462	0.7988935014
463	0.7984855299
464	0.7981563783
465	0.7975595949
466	0.797112782
467	0.7967760594
468	0.796274161
469	0.7958787105
470	0.7952016452
471	0.7949238047
472	0.7944467798
473	0.7941256209
474	0.7936571834
475	0.7933273297
476	0.7929529939
477	0.792619739
478	0.792229772
479	0.7918099056
480	0.7912785113
481	0.7909266015
482	0.7906636977
483	0.7900998775
484	0.7898451865
485	0.7893116772
486	0.7890540859
487	0.7885714829
488	0.7881680114
489	0.7879693559
490	0.7876141607
491	0.7871268359
492	0.7868305537
493	0.7863647842
494	0.786159831
495	0.7859028876
496	0.7855917008
497	0.7849822943
498	0.7843397594
499	0.7840331267
500	0.7836535489
501	0.7834480283
502	0.7828584736
503	0.7826181829
504	0.7820759818
505	0.7814838663
506	0.7813796634
507	0.7809824163
508	0.780694618
509	0.7801302166
510	0.7798404225
511	0.7794612652
512	0.7791374437
513	0.7786725094
514	0.7780209811
515	0.7774628681
516	0.7769529286
517	0.7764415772
518	0.7760713321
519	0.7756321819
520	0.7752927508
521	0.7749508383
522	0.7742292344
523	0.7738283455
524	0.7733407263
525	0.7728839748
526	0.7724258767
527	0.7719313654
528	0.7717487527
529	0.771433877
530	0.7711064917
531	0.7708283039
532	0.7706198751
533	0.770251079
534	0.7697117779
535	0.7692270772
536	0.7689321087
537	0.7686466667
538	0.7683514555
539	0.7680247307
540	0.7676634648
541	0.7674053826
542	0.7671177398
543	0.7665147611
544	0.7659465622
545	0.7656406449
546	0.765295478
547	0.7648299753
548	0.7644303097
549	0.7643571111
550	0.7639815171
551	0.7637397589
552	0.7634949345
553	0.7633117696
554	0.7629924434
555	0.7625628095
556	0.7621590897
557	0.7618439173
558	0.7614541781
559	0.7612077489
560	0.7605798271
561	0.7600502799
562	0.7595681353
563	0.7591271531
564	0.7587766926
565	0.7585922811
566	0.7581790852
567	0.7578868214
568	0.7575245667
569	0.7571542388
570	0.7565777562
571	0.7564382537
572	0.7558787919
573	0.755541837
574	0.755108409
575	0.7547557354
576	0.7542856189
577	0.7536191866
578	0.7531426153
579	0.7530567914
580	0.7527303382
581	0.7524260579
582	0.7519614796
583	0.751576144
584	0.7512676894
585	0.7509876389
586	0.7504508509
587	0.7496623551
588	0.7494151739
589	0.7492232855
590	0.7487018651
591	0.7485319858
592	0.7482528869
593	0.7479953486
594	0.7475343242
595	0.7469407933
596	0.7465714303
597	0.7459331569
598	0.7454006557
599	0.7452839725
600	0.7450889919
601	0.7449260121
602	0.7446042797
603	0.7444875033
604	0.7441570141
605	0.7439279524
606	0.7436174378
607	0.7429892101
608	0.742754331
609	0.7422463293
610	0.7420312596
611	0.7419066179
612	0.7416418155
613	0.7410286542
614	0.7407507888
615	0.7403997187
616	0.7401568906
617	0.7398109999
618	0.7393753727
619	0.7389755618
620	0.7385384926
621	0.7381998987
622	0.7376905384
623	0.7374304893
624	0.7369969334
625	0.7367759892
626	0.736540681
627	0.7362609806
628	0.7358907968
629	0.7354558327
630	0.7351818981
631	0.7348690206
632	0.7344078626
633	0.733760153
634	0.7331181348
635	0.7329688409
636	0.732758586
637	0.7325102209
638	0.7321440967
639	0.7318626136
640	0.7316874096
641	0.7312826621
642	0.7310703011
643	0.7308015111
644	0.7304993975
645	0.7296889509
646	0.7292898227
647	0.7290865375
648	0.728707699
649	0.7284068406
650	0.7280881975
651	0.7279536063
652	0.7277526642
653	0.7273299979
654	0.7270445557
655	0.7267266821
656	0.7263054516
657	0.725814006
658	0.7254099301
659	0.7250317097
660	0.7248157401
661	0.7245943193
662	0.7242259675
663	0.7239321164
664	0.7237738864
665	0.7232248191
666	0.7227137197
667	0.7224467948
668	0.7222138819
669	0.72173125
670	0.7213954768
671	0.7210368112
672	0.7207557024
673	0.7202859533
674	0.71999457
675	0.7194224424
676	0.7192048014
677	0.7190098591
678	0.7187003371
679	0.7181490083
680	0.7177666975
681	0.7173287288
682	0.7170017778
683	0.7166139036
684	0.7161606385
685	0.7157211533
686	0.7153734912
687	0.7151196728
688	0.7149482966
689	0.7145886065
690	0.7144916277
691	0.7139785107
692	0.7136839348
693	0.7133269369
694	0.7131677332
695	0.7130133409
696	0.7127498161
697	0.7123968277
698	0.7121361
699	0.7118406809
700	0.7114363427
701	0.7111948506
702	0.7109080333
703	0.7105617331
704	0.7100997415
705	0.709700672
706	0.709478704
707	0.7091050446
708	0.7088541273
709	0.7086546817
710	0.7083613569
711	0.7081485916
712	0.7079819136
713	0.7076635398
714	0.707271297
715	0.7068120108
716	0.7065543885
717	0.7061878095
718	0.705903855
719	0.7057013125
720	0.705256963
721	0.7048601355
722	0.7045872982
723	0.7043372345
724	0.7038512103
725	0.7034244289
726	0.7030055694
727	0.7026551324
728	0.702449515
729	0.7022116295
730	0.7018148579
731	0.7013986237
732	0.7010332279
733	0.7007255817
734	0.7004280734
735	0.6998498777
736	0.6995992887
737	0.699350538
738	0.6991298538
739	0.6987616305
740	0.6985413614
741	0.6982688222
742	0.6981844831
743	0.6978346087
744	0.6973934535
745	0.6969327375
746	0.696564407
747	0.6964060101
748	0.6960774129
749	0.6956734207
750	0.6952826427
751	0.6948799249
752	0.6946830122
753	0.6943185512
754	0.6938335983
755	0.6934678746
756	0.6931016536
757	0.6928537703
758	0.6925211645
759	0.6924327348
760	0.692047827
761	0.6918382373
762	0.691463124
763	0.6911180048
764	0.6909762082
765	0.6907505815
766	0.6904219099
767	0.6900352502
768	0.689950272
769	0.6896841903
770	0.6894337952
771	0.6891117795
772	0.6888655229
773	0.6887666485
774	0.6885713121
775	0.6881036879
776	0.68766176
777	0.687446501
778	0.6872180486
779	0.6870510135
780	0.6866629589
781	0.6861995904
782	0.6858858037
783	0.6855478613
784	0.6849867373
785	0.684744496
786	0.6845800052
787	0.684451589
788	0.6842575589
789	0.6840593158
790	0.6837937969
791	0.6836169011
792	0.6834602568
793	0.6830796969
794	0.6827699789
795	0.6824197725
796	0.6822984292
797	0.6820787052
798	0.6817123102
799	0.6815466838
800	0.6811428958
801	0.6808884685
802	0.6806782382
803	0.6804082491
804	0.6801291096
805	0.679890446
806	0.679589734
807	0.6794162216
808	0.6786587717
809	0.6781193188
810	0.6777595216
811	0.6774007851
812	0.6769239579
813	0.6766507684
814	0.6763739905
815	0.6761402469
816	0.6756793259
817	0.6753646243
818	0.6747215389
819	0.6745999737
820	0.6740901305
821	0.6738476576
822	0.6736343813
823	0.6734090189
824	0.6729556517
825	0.6727505429
826	0.6724443327
827	0.6721946985
828	0.67198694
829	0.6717980222
830	0.6714751632
831	0.6710990458
832	0.6709043057
833	0.6706483447
834	0.6704032597
835	0.6699594396
836	0.6698537638
837	0.6696377321
838	0.669042492
839	0.6688529205
840	0.668458582
841	0.6681588745
842	0.6679879172
843	0.66765653
844	0.6673426451
845	0.6669131435
846	0.6664521143
847	0.6661494793
848	0.6657734092
849	0.6656612555
850	0.665300467
851	0.6648953507
852	0.6646651346
853	0.6644273946
854	0.6641390404
855	0.6637446704
856	0.6633345245
857	0.662964623
858	0.662780231
859	0.662308373
860	0.6620805697
861	0.6618967566
862	0.6616967571
863	0.6615891325
864	0.6613802036
865	0.6612401477
866	0.6609644073
867	0.6604327305
868	0.6600737091
869	0.6599961491
870	0.659673398
871	0.6592746476
872	0.6586515074
873	0.6584317715
874	0.6580816404
875	0.6578517845
876	0.6576892426
877	0.6573775149
878	0.6571365367
879	0.6567771013
880	0.6562798447
881	0.6560220834
882	0.6556635053
883	0.6554600073
884	0.6549715833
885	0.6547126117
886	0.6542793678
887	0.654090557
888	0.6538332949
889	0.653469086
890	0.6532552505
891	0.6528245534
892	0.6523633551
893	0.6520083051
894	0.6518058119
895	0.6513758173
896	0.6510795052
897	0.6508394791
898	0.6505374165
899	0.6502968474
900	0.6500380759
901	0.6498110757
902	0.6496532407
903	0.6494143917
904	0.6491084288
905	0.6490003151
906	0.6487360998
907	0.6483543728
908	0.6480732374
909	0.6478546445
910	0.6474754982
911	0.6472516408
912	0.6469101401
913	0.646746799
914	0.6462476209
915	0.6460681199
916	0.6458051003
917	0.6453465099
918	0.6450681165
919	0.6449481919
920	0.6446126247
921	0.644493859
922	0.6439041169
923	0.6436694839
924	0.6435251973
925	0.6430170757
926	0.6426923027
927	0.6424109327
928	0.6421440501
929	0.6420077041
930	0.6416850419
931	0.6414326327
932	0.6412139371
933	0.6411495382
934	0.6408733959
935	0.6406294597
936	0.6403805461
937	0.6399904868
938	0.6396655493
939	0.639516999
940	0.639322352
941	0.6389725335
942	0.6385382421
943	0.6383641696
944	0.6381787401
945	0.6378534852
946	0.6376618383
947	0.6374659271
948	0.6370812006
949	0.6369830912
950	0.6369002284
951	0.6366433345
952	0.6364140959
953	0.636117257
954	0.635885941
955	0.6355663829
956	0.6354444101
957	0.6350648583
958	0.6348561054
959	0.6347130371
960	0.6343067926
961	0.6340790884
962	0.6337385238
963	0.6334124964
964	0.633163843
965	0.6328011155
966	0.6323292608
967	0.6321707148
968	0.6319793522
969	0.6318839018
970	0.6316167048
971	0.6314900533
972	0.6311457269
973	0.6307081654
974	0.6304824534
975	0.6302883714
976	0.6299778251
977	0.6297748399
978	0.6295813211
979	0.6294112605
980	0.6291961186
981	0.6288802856
982	0.6286983323
983	0.6284834155
984	0.6283367753
985	0.6279370706
986	0.6276859429
987	0.6272667054
988	0.6269638821
989	0.6268425046
990	0.6266947962
991	0.626585363
992	0.6264451815
993	0.6258998044
994	0.6255358177
995	0.6253824843
996	0.6251011743
997	0.6248940548
998	0.6247880747
999	0.624666331
