iter	Passed	Remaining
158	1062	5621
159	1068	5610
160	1074	5602
161	1081	5592
162	1087	5583
163	1094	5580
164	1102	5580
165	1109	5575
166	1116	5569
167	1123	5564
168	1131	5564
169	1138	5557
170	1145	5553
171	1152	5550
172	1159	5543
173	1171	5558
174	1178	5557
175	1186	5553
176	1193	5551
177	1202	5554
178	1229	5641
179	1244	5667
180	1258	5694
181	1269	5707
182	1283	5729
183	1295	5744
184	1303	5743
185	1311	5741
186	1320	5740
187	1334	5765
188	1343	5764
189	1352	5767
190	1359	5759
191	1366	5749
192	1373	5742
193	1379	5729
194	1385	5721
195	1392	5712
196	1399	5704
197	1406	5695
198	1413	5688
199	1419	5677
200	1426	5669
201	1433	5661
202	1440	5653
203	1445	5640
204	1452	5634
205	1459	5624
206	1465	5614
207	1472	5606
208	1478	5596
209	1485	5587
210	1491	5576
211	1499	5572
212	1505	5563
213	1512	5555
214	1518	5543
215	1523	5531
216	1530	5522
217	1536	5512
218	1543	5504
219	1550	5497
220	1557	5488
221	1563	5480
222	1569	5469
223	1575	5458
224	1581	5447
225	1588	5439
226	1595	5431
227	1601	5423
228	1608	5417
229	1615	5408
230	1622	5400
231	1629	5392
232	1636	5385
233	1642	5377
234	1649	5368
235	1656	5361
236	1662	5352
237	1670	5349
238	1679	5347
239	1688	5345
240	1695	5341
241	1705	5341
242	1712	5335
243	1718	5325
244	1726	5321
245	1735	5318
246	1742	5311
247	1754	5318
248	1762	5315
249	1771	5314
250	1780	5312
251	1788	5310
252	1796	5304
253	1804	5299
254	1812	5294
255	1819	5287
256	1826	5279
257	1835	5278
258	1841	5269
259	1849	5262
260	1855	5253
261	1862	5246
262	1869	5238
263	1876	5230
264	1882	5221
265	1889	5213
266	1895	5203
267	1900	5191
268	1910	5190
269	1916	5182
270	1924	5176
271	1931	5169
272	1940	5166
273	1947	5159
274	1954	5152
275	1961	5144
276	1969	5140
277	1976	5132
278	1983	5124
279	1989	5115
280	1994	5104
281	2001	5095
282	2008	5087
283	2014	5077
284	2020	5069
285	2026	5059
286	2032	5049
287	2038	5040
288	2045	5032
289	2052	5024
290	2058	5015
291	2065	5007
292	2071	4998
293	2078	4990
294	2084	4982
295	2090	4972
296	2096	4963
297	2103	4954
298	2108	4943
299	2116	4938
300	2123	4930
301	2131	4925
302	2137	4916
303	2143	4908
304	2149	4898
305	2157	4893
306	2163	4884
307	2170	4876
308	2176	4867
309	2183	4859
310	2189	4850
311	2194	4839
312	2201	4832
313	2207	4823
314	2213	4814
315	2220	4805
316	2227	4798
317	2233	4790
318	2239	4780
319	2245	4770
320	2253	4766
321	2260	4760
322	2269	4757
323	2278	4754
324	2286	4747
325	2293	4741
326	2300	4735
327	2308	4729
328	2316	4723
329	2323	4717
330	2330	4711
331	2340	4708
332	2346	4701
333	2353	4691
334	2358	4681
335	2363	4671
336	2370	4662
337	2375	4653
338	2383	4648
339	2390	4640
340	2398	4635
341	2405	4627
342	2412	4620
343	2418	4612
344	2426	4606
345	2434	4600
346	2441	4595
347	2448	4587
348	2455	4580
349	2463	4575
350	2472	4571
351	2482	4569
352	2488	4561
353	2495	4553
354	2502	4546
355	2508	4538
356	2516	4533
357	2523	4525
358	2530	4517
359	2536	4509
360	2543	4501
361	2550	4495
362	2557	4488
363	2564	4481
364	2571	4473
365	2578	4465
366	2581	4452
367	2587	4443
368	2593	4435
369	2601	4429
370	2608	4422
371	2614	4413
372	2620	4404
373	2625	4395
374	2632	4386
375	2638	4378
376	2644	4370
377	2651	4362
378	2657	4354
379	2664	4347
380	2670	4339
381	2678	4332
382	2684	4325
383	2691	4317
384	2698	4309
385	2705	4303
386	2711	4295
387	2719	4288
388	2728	4285
389	2735	4278
390	2741	4270
391	2749	4264
392	2756	4258
393	2764	4251
394	2773	4247
395	2779	4240
396	2787	4233
397	2794	4226
398	2800	4217
399	2807	4210
400	2815	4205
401	2821	4197
402	2829	4191
403	2837	4186
404	2846	4181
405	2853	4175
406	2861	4168
407	2868	4162
408	2877	4157
409	2884	4150
410	2892	4145
411	2900	4140
412	2908	4133
413	2915	4126
414	2923	4120
415	2929	4113
416	2937	4106
417	2943	4097
418	2950	4091
419	2958	4085
420	2966	4080
421	2974	4074
422	2981	4067
423	2989	4061
424	2994	4051
425	3002	4044
426	3011	4040
427	3017	4033
428	3026	4027
429	3033	4020
430	3040	4013
431	3047	4007
432	3053	3999
433	3061	3993
434	3069	3987
435	3077	3980
436	3083	3972
437	3090	3965
438	3096	3956
439	3102	3948
440	3108	3940
441	3117	3936
442	3123	3927
443	3129	3918
444	3134	3909
445	3140	3900
446	3146	3892
447	3153	3885
448	3159	3877
449	3166	3870
450	3173	3862
451	3179	3854
452	3184	3845
453	3191	3837
454	3197	3830
455	3204	3822
456	3210	3815
457	3217	3807
458	3223	3799
459	3228	3789
460	3234	3782
461	3244	3778
462	3252	3771
463	3257	3763
464	3264	3755
465	3271	3749
466	3278	3741
467	3284	3733
468	3290	3725
469	3296	3717
470	3301	3708
471	3307	3699
472	3312	3690
473	3318	3682
474	3324	3674
475	3330	3666
476	3338	3660
477	3345	3653
478	3351	3645
479	3357	3636
480	3364	3629
481	3370	3622
482	3377	3614
483	3383	3607
484	3390	3600
485	3396	3592
486	3403	3584
487	3409	3576
488	3415	3569
489	3421	3561
490	3427	3552
491	3432	3544
492	3438	3536
493	3444	3528
494	3451	3520
495	3457	3512
496	3463	3505
497	3470	3498
498	3476	3490
499	3482	3482
500	3488	3475
501	3494	3467
502	3503	3461
503	3508	3453
504	3514	3445
505	3520	3436
506	3525	3428
507	3532	3421
508	3539	3414
509	3547	3408
510	3553	3400
511	3559	3392
512	3565	3385
513	3572	3377
514	3579	3370
515	3586	3364
516	3594	3357
517	3602	3352
518	3611	3347
519	3621	3343
520	3632	3339
521	3643	3336
522	3653	3331
523	3663	3327
524	3674	3324
525	3684	3320
526	3694	3316
527	3705	3312
528	3712	3305
529	3722	3301
530	3731	3295
531	3737	3288
532	3748	3283
533	3757	3278
534	3764	3272
535	3772	3265
536	3779	3258
537	3786	3251
538	3793	3244
539	3799	3236
540	3806	3229
541	3812	3222
542	3819	3214
543	3825	3206
544	3832	3199
545	3838	3192
546	3845	3184
547	3851	3176
548	3856	3168
549	3863	3160
550	3869	3152
551	3874	3144
552	3881	3137
553	3888	3130
554	3897	3124
555	3903	3116
556	3909	3109
557	3915	3101
558	3921	3093
559	3928	3086
560	3935	3079
561	3942	3072
562	3948	3064
563	3953	3056
564	3960	3048
565	3966	3041
566	3972	3033
567	3978	3025
568	3985	3018
569	3991	3011
570	3997	3003
571	4004	2996
572	4011	2989
573	4017	2981
574	4024	2974
575	4030	2966
576	4037	2960
577	4044	2953
578	4051	2946
579	4056	2937
580	4063	2930
581	4069	2922
582	4074	2914
583	4080	2906
584	4085	2898
585	4092	2890
586	4098	2883
587	4106	2877
588	4113	2870
589	4119	2862
590	4126	2856
591	4134	2849
592	4141	2842
593	4148	2835
594	4155	2828
595	4163	2822
596	4170	2815
597	4178	2808
598	4186	2802
599	4194	2796
600	4201	2789
601	4209	2783
602	4217	2776
603	4224	2769
604	4233	2763
605	4239	2756
606	4247	2750
607	4254	2743
608	4260	2735
609	4266	2727
610	4273	2720
611	4280	2713
612	4288	2707
613	4293	2699
614	4299	2691
615	4307	2684
616	4316	2679
617	4324	2672
618	4332	2666
619	4338	2659
620	4347	2653
621	4354	2646
622	4361	2639
623	4367	2631
624	4374	2624
625	4380	2617
626	4387	2610
627	4394	2602
628	4401	2595
629	4407	2588
630	4415	2582
631	4422	2575
632	4431	2569
633	4440	2563
634	4447	2556
635	4455	2550
636	4462	2542
637	4469	2535
638	4475	2528
639	4483	2522
640	4491	2515
641	4497	2508
642	4504	2501
643	4512	2494
644	4521	2488
645	4529	2482
646	4537	2475
647	4544	2468
648	4550	2460
649	4556	2453
650	4562	2445
651	4568	2438
652	4575	2431
653	4582	2424
654	4590	2417
655	4597	2410
656	4603	2403
657	4610	2396
658	4618	2389
659	4625	2382
660	4633	2376
661	4640	2369
662	4646	2361
663	4652	2354
664	4658	2346
665	4664	2339
666	4670	2331
667	4675	2323
668	4681	2316
669	4692	2311
670	4698	2303
671	4706	2297
672	4712	2289
673	4718	2282
674	4724	2274
675	4732	2268
676	4738	2260
677	4746	2254
678	4753	2247
679	4760	2240
680	4766	2232
681	4772	2225
682	4778	2217
683	4784	2210
684	4790	2202
685	4795	2195
686	4801	2187
687	4808	2180
688	4816	2174
689	4825	2167
690	4832	2160
691	4838	2153
692	4845	2146
693	4850	2138
694	4856	2131
695	4861	2123
696	4868	2116
697	4874	2108
698	4879	2101
699	4885	2093
700	4892	2086
701	4898	2079
702	4904	2072
703	4911	2064
704	4917	2057
705	4925	2051
706	4932	2043
707	4937	2036
708	4943	2028
709	4948	2021
710	4955	2014
711	4961	2006
712	4968	1999
713	4975	1993
714	4981	1985
715	4987	1978
716	4993	1970
717	4999	1963
718	5005	1956
719	5011	1948
720	5018	1941
721	5024	1934
722	5031	1927
723	5037	1920
724	5044	1913
725	5051	1906
726	5057	1899
727	5063	1891
728	5069	1884
729	5078	1878
730	5085	1871
731	5091	1864
732	5098	1857
733	5103	1849
734	5110	1842
735	5117	1835
736	5125	1829
737	5133	1822
738	5139	1815
739	5145	1808
740	5151	1800
741	5158	1793
742	5165	1786
743	5171	1779
744	5177	1772
745	5183	1765
746	5190	1758
747	5196	1750
748	5203	1743
749	5208	1736
750	5216	1729
751	5222	1722
752	5227	1714
753	5233	1707
754	5240	1700
755	5247	1693
756	5253	1686
757	5260	1679
758	5266	1672
759	5273	1665
760	5280	1658
761	5286	1651
762	5293	1644
763	5299	1636
764	5304	1629
765	5310	1622
766	5317	1615
767	5323	1608
768	5330	1601
769	5336	1594
770	5343	1587
771	5349	1579
772	5357	1573
773	5363	1566
774	5369	1558
775	5376	1551
776	5383	1544
777	5389	1537
778	5395	1530
779	5401	1523
780	5407	1516
781	5413	1509
782	5420	1502
783	5426	1495
784	5433	1488
785	5439	1480
786	5445	1473
787	5451	1466
788	5458	1459
789	5464	1452
790	5471	1445
791	5478	1438
792	5484	1431
793	5490	1424
794	5498	1417
795	5504	1410
796	5510	1403
797	5517	1396
798	5523	1389
799	5529	1382
800	5535	1375
801	5542	1368
802	5548	1361
803	5555	1354
804	5562	1347
805	5569	1340
806	5575	1333
807	5581	1326
808	5589	1319
809	5597	1313
810	5606	1306
811	5613	1299
812	5621	1292
813	5631	1286
814	5638	1279
815	5645	1273
816	5652	1266
817	5661	1259
818	5668	1252
819	5675	1245
820	5682	1238
821	5691	1232
822	5700	1225
823	5707	1219
824	5726	1214
825	5742	1209
826	5755	1204
827	5768	1198
828	5781	1192
829	5790	1186
830	5797	1179
831	5803	1171
832	5809	1164
833	5816	1157
834	5823	1150
835	5831	1143
836	5838	1136
837	5845	1130
838	5852	1123
839	5859	1116
840	5866	1109
841	5874	1102
842	5882	1095
843	5889	1088
844	5896	1081
845	5905	1075
846	5913	1068
847	5921	1061
848	5927	1054
849	5934	1047
850	5942	1040
851	5949	1033
852	5956	1026
853	5964	1019
854	5970	1012
855	5975	1005
856	5981	998
857	5987	990
858	5993	983
859	6000	976
860	6009	970
861	6015	963
862	6022	955
863	6029	949
864	6036	942
865	6044	935
866	6050	928
867	6056	921
868	6063	914
869	6070	907
870	6077	900
871	6086	893
872	6093	886
873	6101	879
874	6109	872
875	6115	865
876	6122	858
877	6128	851
878	6134	844
879	6141	837
880	6147	830
881	6154	823
882	6160	816
883	6166	809
884	6172	802
885	6178	795
886	6185	788
887	6193	781
888	6198	773
889	6206	767
890	6212	759
891	6218	752
892	6225	745
893	6231	738
894	6239	731
895	6245	724
896	6253	718
897	6262	711
898	6268	704
899	6275	697
900	6281	690
901	6288	683
902	6294	676
903	6301	669
904	6308	662
905	6314	655
906	6321	648
907	6329	641
908	6336	634
909	6343	627
910	6350	620
911	6356	613
912	6363	606
913	6368	599
914	6376	592
915	6382	585
916	6389	578
917	6395	571
918	6405	564
919	6410	557
920	6416	550
921	6422	543
922	6430	536
923	6437	529
924	6443	522
925	6449	515
926	6456	508
927	6462	501
928	6467	494
929	6474	487
930	6482	480
931	6489	473
932	6495	466
933	6502	459
934	6510	452
935	6516	445
936	6523	438
937	6528	431
938	6535	424
939	6542	417
940	6549	410
941	6555	403
942	6560	396
943	6566	389
944	6572	382
945	6579	375
946	6585	368
947	6592	361
948	6598	354
949	6604	347
950	6611	340
951	6617	333
952	6623	326
953	6630	319
954	6636	312
955	6644	305
956	6650	298
957	6655	291
958	6660	284
959	6666	277
960	6672	270
961	6677	263
962	6684	256
963	6691	249
964	6697	242
965	6703	235
966	6709	228
967	6715	221
968	6720	215
969	6726	208
970	6733	201
971	6739	194
972	6746	187
973	6752	180
974	6757	173
975	6763	166
976	6769	159
977	6778	152
978	6785	145
979	6792	138
980	6798	131
981	6805	124
982	6810	117
983	6816	110
984	6822	103
985	6828	96
986	6836	90
987	6843	83
988	6849	76
989	6855	69
990	6863	62
991	6870	55
992	6875	48
993	6883	41
994	6891	34
995	6898	27
996	6904	20
997	6909	13
998	6915	6
999	6922	0
