iter	Passed	Remaining
867	7033	1069
868	7042	1061
869	7048	1053
870	7055	1044
871	7061	1036
872	7068	1028
873	7073	1019
874	7079	1011
875	7086	1003
876	7093	994
877	7099	986
878	7105	978
879	7112	969
880	7119	961
881	7126	953
882	7132	945
883	7139	936
884	7149	929
885	7155	920
886	7162	912
887	7169	904
888	7175	895
889	7181	887
890	7187	879
891	7194	871
892	7201	862
893	7207	854
894	7214	846
895	7220	838
896	7228	830
897	7234	821
898	7242	813
899	7249	805
900	7256	797
901	7263	789
902	7271	781
903	7277	772
904	7285	764
905	7292	756
906	7299	748
907	7306	740
908	7314	732
909	7321	724
910	7328	716
911	7335	707
912	7342	699
913	7347	691
914	7354	683
915	7360	674
916	7366	666
917	7373	658
918	7379	650
919	7386	642
920	7393	634
921	7400	626
922	7408	618
923	7413	609
924	7419	601
925	7426	593
926	7433	585
927	7440	577
928	7447	569
929	7453	561
930	7459	552
931	7465	544
932	7471	536
933	7477	528
934	7483	520
935	7490	512
936	7495	503
937	7502	495
938	7508	487
939	7515	479
940	7522	471
941	7530	463
942	7540	455
943	7547	447
944	7553	439
945	7560	431
946	7566	423
947	7574	415
948	7580	407
949	7586	399
950	7592	391
951	7598	383
952	7604	375
953	7610	366
954	7616	358
955	7622	350
956	7628	342
957	7636	334
958	7643	326
959	7650	318
960	7655	310
961	7662	302
962	7669	294
963	7676	286
964	7683	278
965	7690	270
966	7697	262
967	7703	254
968	7709	246
969	7717	238
970	7723	230
971	7731	222
972	7737	214
973	7744	206
974	7751	198
975	7757	190
976	7763	182
977	7769	174
978	7776	166
979	7782	158
980	7789	150
981	7795	142
982	7801	134
983	7808	126
984	7815	119
985	7823	111
986	7830	103
987	7835	95
988	7842	87
989	7849	79
990	7855	71
991	7861	63
992	7868	55
993	7874	47
994	7881	39
995	7887	31
996	7894	23
997	7901	15
998	7907	7
999	7913	0
