iter	MultiClass
589	0.7437609906
590	0.7434057145
591	0.7430146969
592	0.7425880063
593	0.7420904002
594	0.7419425275
595	0.7416255853
596	0.741272868
597	0.7408471006
598	0.7403077336
599	0.7402234556
600	0.73973983
601	0.7395273204
602	0.739333621
603	0.7391324208
604	0.7386270689
605	0.7383111423
606	0.7381355076
607	0.7377861808
608	0.7375570952
609	0.737090355
610	0.7365681225
611	0.7363187869
612	0.7361807725
613	0.7357833844
614	0.7354437468
615	0.7351601649
616	0.7347288577
617	0.7343090493
618	0.7339544808
619	0.7337271412
620	0.733346415
621	0.7326550845
622	0.7324522323
623	0.7322127068
624	0.7317609358
625	0.7313797322
626	0.7309340486
627	0.7306851747
628	0.7304190263
629	0.7300099721
630	0.7296024036
631	0.7290078678
632	0.7287243497
633	0.7283570556
634	0.7278977405
635	0.7277368756
636	0.7274601422
637	0.7270178123
638	0.7267656178
639	0.7261692205
640	0.7258967168
641	0.7254246692
642	0.7251161498
643	0.7248968243
644	0.7247369817
645	0.7244542465
646	0.7241646087
647	0.7239326947
648	0.7237215414
649	0.7234671765
650	0.7231822373
651	0.7229568351
652	0.7227606618
653	0.7224071646
654	0.7220083502
655	0.7214412945
656	0.7211072802
657	0.7208959238
658	0.7206546401
659	0.7200088987
660	0.7196571628
661	0.7192664183
662	0.7187557869
663	0.7184136581
664	0.7182596174
665	0.7178298718
666	0.7176133245
667	0.7173251548
668	0.7171031731
669	0.7168607611
670	0.7164128592
671	0.7161762356
672	0.715878163
673	0.7153721941
674	0.7151697348
675	0.7148083212
676	0.7145760307
677	0.7143731225
678	0.7141450863
679	0.7137789258
680	0.7133855337
681	0.7130273684
682	0.7125775117
683	0.7119732955
684	0.7116221342
685	0.7112366495
686	0.710977627
687	0.7106937641
688	0.7103601183
689	0.7097643192
690	0.7096333764
691	0.7092908781
692	0.7090255298
693	0.7088338523
694	0.7085734282
695	0.7082291254
696	0.7076096657
697	0.707152243
698	0.7067688353
699	0.7064668833
700	0.7060683748
701	0.7056496048
702	0.705389756
703	0.7048446211
704	0.7044318268
705	0.7041381143
706	0.7038402195
707	0.7034276574
708	0.7030313905
709	0.7028613663
710	0.7025241717
711	0.7020766424
712	0.701903137
713	0.7015072449
714	0.7013282204
715	0.7009084491
716	0.7007202649
717	0.7005071926
718	0.7002716475
719	0.6999573429
720	0.6992508216
721	0.6986875205
722	0.6983173994
723	0.6976989767
724	0.6972972683
725	0.6968084078
726	0.6963664075
727	0.6960544637
728	0.6957255109
729	0.6953963346
730	0.6952082715
731	0.6950809345
732	0.6947352076
733	0.6941545867
734	0.6939759155
735	0.6936782662
736	0.693507894
737	0.6932361125
738	0.6928140713
739	0.6925726873
740	0.6921546912
741	0.6919163671
742	0.6916599018
743	0.6913231955
744	0.6909189552
745	0.6907533928
746	0.690563777
747	0.6903329873
748	0.6900041394
749	0.6896100645
750	0.6889026678
751	0.6886136316
752	0.6882850134
753	0.6879321902
754	0.687611214
755	0.6875132601
756	0.6873648999
757	0.6870435784
758	0.6868493776
759	0.6866371943
760	0.6863316095
761	0.686202528
762	0.685877278
763	0.6856594078
764	0.6855712469
765	0.6852804287
766	0.6850484227
767	0.6847312975
768	0.6844019162
769	0.6839649177
770	0.6836412272
771	0.6833983205
772	0.6830974425
773	0.6829474066
774	0.6826834288
775	0.682466447
776	0.6819378007
777	0.6815666828
778	0.6814214669
779	0.6810660987
780	0.6806437652
781	0.6804757916
782	0.6801184779
783	0.6796034966
784	0.6793753986
785	0.6790935394
786	0.6788865657
787	0.6788142064
788	0.6783314532
789	0.678202855
790	0.677983156
791	0.6775997079
792	0.6771690813
793	0.6767816738
794	0.6766040901
795	0.676126209
796	0.6757098176
797	0.6755700662
798	0.6750075535
799	0.6748442367
800	0.6746185631
801	0.6742781948
802	0.6741028117
803	0.6737136556
804	0.6734685773
805	0.6732271702
806	0.672966186
807	0.6728978227
808	0.6725956534
809	0.6722419518
810	0.672047384
811	0.6715686269
812	0.6713184346
813	0.6708607054
814	0.6706559839
815	0.6705220559
816	0.6703199545
817	0.6701387533
818	0.6699702376
819	0.6697634091
820	0.6693969602
821	0.6692083888
822	0.6689868118
823	0.668774887
824	0.6683228906
825	0.6679828234
826	0.6677393259
827	0.667476991
828	0.6670992546
829	0.6668076194
830	0.6665585446
831	0.6663760154
832	0.6661613862
833	0.6659282916
834	0.6656890067
835	0.6652374832
836	0.6650070845
837	0.6647040298
838	0.6644903668
839	0.6643261872
840	0.6641460509
841	0.6639722835
842	0.6637048557
843	0.6633721609
844	0.6630514755
845	0.6628568262
846	0.6625113124
847	0.6621961727
848	0.661970988
849	0.6617801932
850	0.6613944862
851	0.6610527389
852	0.6607164257
853	0.6603219662
854	0.6599984931
855	0.6597269665
856	0.6593963148
857	0.6591158888
858	0.6588713257
859	0.65868371
860	0.6584022813
861	0.6582461764
862	0.6580941074
863	0.6576801257
864	0.6573595111
865	0.6569878748
866	0.6567188474
867	0.6564253687
868	0.6560769265
869	0.6557612257
870	0.6555319263
871	0.6551615497
872	0.6548425917
873	0.6546683332
874	0.6543466569
875	0.6542129262
876	0.6539908993
877	0.6536521112
878	0.6534080046
879	0.6531987709
880	0.6527965264
881	0.6526526068
882	0.6523864807
883	0.6520188778
884	0.651766327
885	0.6513884215
886	0.6512769239
887	0.6508757468
888	0.6503205753
889	0.6501620583
890	0.6496979758
891	0.6494664446
892	0.6494034073
893	0.6490600169
894	0.6486716793
895	0.6484737881
896	0.6482457874
897	0.6481129474
898	0.6477003372
899	0.6475087185
900	0.6471937838
901	0.646631937
902	0.6462593366
903	0.6459419063
904	0.6457049834
905	0.6453227766
906	0.6449345055
907	0.6445662468
908	0.6443812325
909	0.6441493723
910	0.6440016045
911	0.6436584852
912	0.6434190651
913	0.6432044889
914	0.6428381931
915	0.6427268734
916	0.6425060536
917	0.6423015611
918	0.6420853011
919	0.6418800148
920	0.6415725025
921	0.6414607971
922	0.6411596541
923	0.6408835847
924	0.6405751117
925	0.6403621114
926	0.6399745217
927	0.6398622934
928	0.6396116786
929	0.6393471855
930	0.6391252347
931	0.638882835
932	0.6385862549
933	0.6383716983
934	0.6382811405
935	0.638143197
936	0.6379762626
937	0.6374301041
938	0.6369088417
939	0.6366712337
940	0.6364265699
941	0.636123274
942	0.6357125111
943	0.6354787029
944	0.6352854258
945	0.6350857489
946	0.6348898627
947	0.6344795956
948	0.6342544277
949	0.6341668106
950	0.6339226027
951	0.6336959897
952	0.6333144628
953	0.6329144997
954	0.632737729
955	0.6322619944
956	0.6319955462
957	0.6318127267
958	0.631638789
959	0.6313319493
960	0.6309891574
961	0.6308218263
962	0.6303902688
963	0.6302397172
964	0.6299202216
965	0.6296726173
966	0.6293537611
967	0.6291585071
968	0.6288877592
969	0.6286345258
970	0.6285205497
971	0.6282852254
972	0.6280622269
973	0.6276924279
974	0.6274406125
975	0.6272789898
976	0.6271232592
977	0.6269116473
978	0.6266356191
979	0.626460983
980	0.6261938191
981	0.6259344957
982	0.6256503294
983	0.6254782956
984	0.6251318719
985	0.6247836207
986	0.6245133387
987	0.6243088443
988	0.6240791726
989	0.6236893225
990	0.6234173188
991	0.6231338012
992	0.6227767776
993	0.6224815463
994	0.6223027705
995	0.6220164876
996	0.6216749166
997	0.6213289607
998	0.6212241516
999	0.6209824623
