iter	Passed	Remaining
342	2408	4613
343	2415	4606
344	2426	4605
345	2432	4597
346	2438	4589
347	2446	4583
348	2453	4577
349	2461	4571
350	2468	4564
351	2474	4554
352	2480	4546
353	2487	4540
354	2493	4531
355	2500	4524
356	2508	4517
357	2515	4511
358	2522	4503
359	2528	4495
360	2535	4487
361	2541	4480
362	2548	4472
363	2554	4464
364	2562	4457
365	2568	4449
366	2575	4441
367	2582	4435
368	2589	4428
369	2597	4422
370	2604	4415
371	2611	4408
372	2617	4399
373	2624	4392
374	2630	4383
375	2637	4377
376	2644	4370
377	2651	4363
378	2659	4357
379	2665	4349
380	2672	4342
381	2679	4334
382	2687	4329
383	2693	4321
384	2699	4312
385	2706	4305
386	2713	4297
387	2719	4289
388	2727	4284
389	2734	4277
390	2740	4269
391	2747	4262
392	2754	4255
393	2762	4249
394	2768	4240
395	2776	4235
396	2783	4227
397	2790	4220
398	2797	4213
399	2803	4205
400	2810	4198
401	2817	4190
402	2823	4182
403	2829	4174
404	2835	4166
405	2842	4159
406	2850	4153
407	2856	4145
408	2863	4137
409	2869	4129
410	2876	4122
411	2882	4114
412	2889	4106
413	2897	4101
414	2907	4098
415	2915	4093
416	2922	4085
417	2927	4076
418	2935	4069
419	2941	4061
420	2947	4053
421	2954	4046
422	2960	4038
423	2968	4032
424	2974	4024
425	2981	4016
426	2987	4008
427	2995	4002
428	3000	3993
429	3005	3983
430	3011	3975
431	3017	3967
432	3023	3959
433	3030	3952
434	3036	3944
435	3042	3936
436	3049	3928
437	3057	3922
438	3065	3917
439	3072	3910
440	3078	3901
441	3084	3893
442	3090	3886
443	3097	3879
444	3104	3871
445	3110	3863
446	3118	3857
447	3124	3849
448	3130	3841
449	3136	3833
450	3142	3825
451	3149	3818
452	3157	3812
453	3163	3804
454	3169	3796
455	3175	3788
456	3180	3779
457	3186	3771
458	3193	3763
459	3199	3755
460	3204	3746
461	3211	3739
462	3218	3732
463	3224	3725
464	3231	3718
465	3237	3710
466	3244	3702
467	3251	3695
468	3257	3688
469	3265	3681
470	3272	3675
471	3278	3667
472	3284	3659
473	3295	3656
474	3301	3649
475	3307	3640
476	3313	3633
477	3319	3625
478	3327	3619
479	3333	3611
480	3340	3603
481	3346	3596
482	3352	3588
483	3358	3580
484	3364	3572
485	3370	3564
486	3376	3557
487	3383	3549
488	3389	3542
489	3396	3534
490	3403	3528
491	3410	3521
492	3418	3515
493	3425	3508
494	3431	3501
495	3437	3492
496	3443	3485
497	3449	3477
498	3457	3471
499	3464	3464
500	3470	3456
501	3476	3449
502	3483	3442
503	3491	3436
504	3497	3428
505	3505	3422
506	3511	3414
507	3517	3406
508	3524	3399
509	3531	3392
510	3537	3385
511	3543	3377
512	3552	3372
513	3559	3365
514	3566	3358
515	3572	3351
516	3579	3343
517	3586	3337
518	3594	3331
519	3600	3323
520	3607	3317
521	3615	3310
522	3622	3303
523	3628	3296
524	3635	3289
525	3641	3281
526	3648	3275
527	3655	3267
528	3662	3261
529	3668	3253
530	3676	3246
531	3683	3239
532	3691	3234
533	3698	3227
534	3704	3219
535	3711	3212
536	3719	3207
537	3726	3200
538	3732	3192
539	3739	3185
540	3746	3178
541	3753	3171
542	3759	3164
543	3768	3158
544	3775	3152
545	3781	3144
546	3788	3137
547	3797	3132
548	3805	3125
549	3811	3118
550	3820	3113
551	3828	3106
552	3835	3100
553	3843	3094
554	3850	3087
555	3857	3080
556	3865	3074
557	3873	3068
558	3881	3061
559	3887	3054
560	3895	3047
561	3902	3041
562	3910	3035
563	3918	3028
564	3926	3023
565	3936	3018
566	3946	3013
567	3952	3006
568	3958	2998
569	3965	2991
570	3973	2985
571	3981	2978
572	3988	2972
573	3996	2966
574	4004	2959
575	4012	2953
576	4021	2948
577	4028	2941
578	4035	2934
579	4043	2927
580	4049	2920
581	4057	2914
582	4066	2908
583	4072	2901
584	4079	2894
585	4087	2887
586	4095	2881
587	4102	2874
588	4109	2867
589	4116	2860
590	4124	2854
591	4131	2847
592	4138	2840
593	4145	2833
594	4152	2826
595	4159	2819
596	4165	2812
597	4172	2804
598	4179	2798
599	4186	2791
600	4193	2783
601	4200	2776
602	4206	2769
603	4213	2762
604	4222	2757
605	4233	2752
606	4240	2745
607	4248	2738
608	4254	2731
609	4262	2725
610	4269	2718
611	4276	2711
612	4282	2703
613	4290	2697
614	4298	2690
615	4305	2684
616	4313	2677
617	4319	2670
618	4326	2662
619	4332	2655
620	4338	2647
621	4344	2640
622	4350	2632
623	4355	2624
624	4361	2616
625	4368	2609
626	4375	2602
627	4383	2596
628	4390	2589
629	4397	2582
630	4405	2576
631	4413	2569
632	4420	2562
633	4428	2556
634	4436	2549
635	4441	2542
636	4449	2535
637	4457	2529
638	4465	2522
639	4472	2515
640	4482	2510
641	4490	2503
642	4496	2496
643	4503	2489
644	4510	2482
645	4517	2475
646	4526	2469
647	4533	2462
648	4541	2456
649	4548	2449
650	4555	2442
651	4562	2435
652	4569	2428
653	4577	2421
654	4584	2414
655	4590	2407
656	4598	2400
657	4603	2392
658	4612	2386
659	4619	2379
660	4626	2372
661	4633	2365
662	4641	2359
663	4648	2352
664	4655	2345
665	4661	2337
666	4667	2330
667	4674	2323
668	4681	2316
669	4687	2308
670	4693	2301
671	4700	2294
672	4705	2286
673	4712	2279
674	4718	2271
675	4725	2264
676	4733	2258
677	4739	2251
678	4748	2244
679	4755	2237
680	4761	2230
681	4767	2223
682	4774	2216
683	4780	2208
684	4787	2201
685	4793	2194
686	4799	2186
687	4806	2179
688	4811	2171
689	4818	2164
690	4824	2157
691	4830	2150
692	4837	2143
693	4844	2136
694	4850	2128
695	4857	2121
696	4864	2114
697	4871	2107
698	4877	2100
699	4883	2093
700	4890	2086
701	4897	2078
702	4902	2071
703	4910	2064
704	4916	2057
705	4923	2050
706	4931	2043
707	4939	2037
708	4945	2029
709	4953	2023
710	4960	2016
711	4966	2009
712	4973	2001
713	4979	1994
714	4987	1988
715	4993	1980
716	4999	1973
717	5006	1966
718	5011	1958
719	5017	1951
720	5023	1943
721	5030	1936
722	5038	1930
723	5044	1923
724	5052	1916
725	5059	1909
726	5065	1902
727	5071	1894
728	5078	1887
729	5085	1880
730	5091	1873
731	5097	1866
732	5105	1859
733	5112	1852
734	5118	1845
735	5126	1838
736	5133	1831
737	5140	1824
738	5148	1818
739	5155	1811
740	5161	1804
741	5168	1797
742	5175	1790
743	5182	1783
744	5189	1776
745	5195	1769
746	5202	1761
747	5208	1754
748	5214	1747
749	5220	1740
750	5226	1732
751	5233	1725
752	5239	1718
753	5246	1711
754	5253	1704
755	5260	1697
756	5266	1690
757	5273	1683
758	5280	1676
759	5286	1669
760	5293	1662
761	5299	1655
762	5305	1647
763	5310	1640
764	5316	1633
765	5323	1626
766	5329	1619
767	5337	1612
768	5343	1605
769	5350	1598
770	5357	1591
771	5363	1583
772	5369	1576
773	5376	1569
774	5382	1562
775	5389	1555
776	5395	1548
777	5401	1541
778	5409	1534
779	5415	1527
780	5422	1520
781	5430	1513
782	5438	1507
783	5447	1500
784	5454	1493
785	5461	1486
786	5468	1480
787	5477	1473
788	5486	1467
789	5494	1460
790	5501	1453
791	5508	1446
792	5518	1440
793	5526	1433
794	5534	1427
795	5541	1420
796	5548	1413
797	5556	1406
798	5563	1399
799	5571	1392
800	5579	1386
801	5586	1379
802	5593	1372
803	5601	1365
804	5608	1358
805	5615	1351
806	5622	1344
807	5630	1337
808	5636	1330
809	5643	1323
810	5650	1316
811	5657	1309
812	5665	1303
813	5672	1296
814	5679	1289
815	5685	1282
816	5692	1274
817	5700	1268
818	5707	1261
819	5713	1254
820	5718	1246
821	5725	1239
822	5731	1232
823	5738	1225
824	5745	1218
825	5752	1211
826	5759	1204
827	5767	1198
828	5773	1190
829	5779	1183
830	5788	1177
831	5794	1170
832	5802	1163
833	5808	1156
834	5815	1149
835	5821	1141
836	5827	1134
837	5833	1127
838	5841	1120
839	5847	1113
840	5854	1106
841	5860	1099
842	5867	1092
843	5874	1085
844	5880	1078
845	5885	1071
846	5892	1064
847	5898	1057
848	5905	1050
849	5913	1043
850	5920	1036
851	5928	1029
852	5935	1022
853	5941	1015
854	5948	1008
855	5955	1001
856	5962	994
857	5970	988
858	5976	981
859	5982	973
860	5988	966
861	5995	959
862	6001	952
863	6007	945
864	6014	938
865	6021	931
866	6029	924
867	6035	917
868	6042	910
869	6049	903
870	6055	896
871	6063	890
872	6070	883
873	6076	876
874	6082	868
875	6089	861
876	6095	854
877	6101	847
878	6108	840
879	6114	833
880	6120	826
881	6128	819
882	6134	812
883	6141	805
884	6147	798
885	6154	791
886	6160	784
887	6167	777
888	6175	771
889	6181	764
890	6188	757
891	6194	749
892	6200	743
893	6207	736
894	6213	728
895	6219	721
896	6226	714
897	6232	707
898	6238	700
899	6244	693
900	6251	686
901	6257	679
902	6265	673
903	6271	665
904	6278	659
905	6285	652
906	6291	645
907	6297	638
908	6306	631
909	6312	624
910	6319	617
911	6325	610
912	6331	603
913	6338	596
914	6345	589
915	6351	582
916	6358	575
917	6364	568
918	6372	561
919	6378	554
920	6384	547
921	6390	540
922	6396	533
923	6403	526
924	6410	519
925	6417	512
926	6424	505
927	6430	498
928	6438	492
929	6444	485
930	6450	478
931	6457	471
932	6464	464
933	6470	457
934	6477	450
935	6482	443
936	6487	436
937	6493	429
938	6500	422
939	6507	415
940	6514	408
941	6520	401
942	6527	394
943	6533	387
944	6539	380
945	6548	373
946	6555	366
947	6563	360
948	6569	353
949	6576	346
950	6582	339
951	6588	332
952	6593	325
953	6600	318
954	6607	311
955	6613	304
956	6620	297
957	6625	290
958	6632	283
959	6638	276
960	6644	269
961	6650	262
962	6659	255
963	6665	248
964	6671	241
965	6677	235
966	6682	228
967	6689	221
968	6695	214
969	6703	207
970	6709	200
971	6715	193
972	6722	186
973	6728	179
974	6735	172
975	6742	165
976	6748	158
977	6755	151
978	6761	145
979	6768	138
980	6775	131
981	6781	124
982	6788	117
983	6794	110
984	6801	103
985	6807	96
986	6813	89
987	6820	82
988	6826	75
989	6833	69
990	6839	62
991	6846	55
992	6852	48
993	6859	41
994	6866	34
995	6872	27
996	6879	20
997	6885	13
998	6892	6
999	6898	0
