iter	MultiClass
372	0.8402521358
373	0.8398949438
374	0.8393906538
375	0.8387236398
376	0.8383654577
377	0.8380084154
378	0.837484066
379	0.837042709
380	0.836534547
381	0.8363552284
382	0.835901548
383	0.835179385
384	0.8350029893
385	0.8345862159
386	0.8343208342
387	0.8339460399
388	0.8335456427
389	0.8329443599
390	0.832307036
391	0.8320427065
392	0.8317097719
393	0.8310549373
394	0.8306087779
395	0.8301436353
396	0.8296701171
397	0.8293706715
398	0.8289520127
399	0.8282337172
400	0.8279290823
401	0.8273825049
402	0.8272792667
403	0.8267812115
404	0.8265116819
405	0.8262062226
406	0.8259856825
407	0.8257215155
408	0.8255181369
409	0.824967872
410	0.8244725325
411	0.823863945
412	0.8232484494
413	0.8230066704
414	0.8225861008
415	0.8222218924
416	0.8213862858
417	0.8205694705
418	0.820233574
419	0.819830909
420	0.8195710181
421	0.8190737701
422	0.8188791566
423	0.8185414374
424	0.8178042576
425	0.8174305295
426	0.8170249443
427	0.8165900028
428	0.8162462621
429	0.8159746496
430	0.8153398771
431	0.8149108511
432	0.8145401625
433	0.8143536632
434	0.8139543761
435	0.81362132
436	0.8133860631
437	0.8130866699
438	0.8127535833
439	0.8121852026
440	0.8119221553
441	0.8117206019
442	0.8113182934
443	0.8107621887
444	0.8104140093
445	0.810043654
446	0.8095433696
447	0.8091419361
448	0.8087002911
449	0.8081886781
450	0.8079696291
451	0.8074985025
452	0.8067111409
453	0.8062526604
454	0.8058179647
455	0.8052981162
456	0.8049658095
457	0.8043148887
458	0.8038482137
459	0.8035362859
460	0.8032126921
461	0.8029403233
462	0.8024267039
463	0.802205236
464	0.8019568027
465	0.8013585823
466	0.8009809734
467	0.8006116802
468	0.8003413417
469	0.7997873654
470	0.7995160176
471	0.7993152984
472	0.7988577094
473	0.7983784179
474	0.7980361046
475	0.7972044393
476	0.7968012388
477	0.7963781257
478	0.7960537191
479	0.7954347803
480	0.7952446502
481	0.7947227609
482	0.7944305831
483	0.7943333145
484	0.7939684699
485	0.7936005578
486	0.7932488643
487	0.792666873
488	0.7919378716
489	0.7911770985
490	0.7910413067
491	0.7906556414
492	0.7902466373
493	0.7897925876
494	0.7893828256
495	0.7891278994
496	0.7887878771
497	0.7884686421
498	0.7880548262
499	0.787764654
500	0.7873457746
501	0.7869262489
502	0.7864624712
503	0.7862997977
504	0.7858962552
505	0.7855040723
506	0.78530387
507	0.7848459241
508	0.7846118701
509	0.7838367582
510	0.7836200447
511	0.7831058205
512	0.7827103899
513	0.7824911103
514	0.7820546075
515	0.7815389955
516	0.7811820479
517	0.7809321964
518	0.7806826837
519	0.7800165584
520	0.7795639112
521	0.7790555799
522	0.7786812056
523	0.7782257855
524	0.7779978058
525	0.7775139906
526	0.7770840894
527	0.7766810037
528	0.7763171672
529	0.7759506967
530	0.7752644969
531	0.7748535606
532	0.7743909314
533	0.7740730619
534	0.7736370945
535	0.7731505144
536	0.7726070393
537	0.7722624513
538	0.7717119664
539	0.7713362905
540	0.7710365327
541	0.7705766046
542	0.770268615
543	0.7700165646
544	0.7698642017
545	0.7693234487
546	0.7688189128
547	0.7683969509
548	0.7678763084
549	0.7672148499
550	0.7667751974
551	0.7662823146
552	0.7658457508
553	0.7657099557
554	0.7652962681
555	0.7648872979
556	0.76461143
557	0.7642352333
558	0.7637723526
559	0.7635085875
560	0.7629592248
561	0.7626467654
562	0.7623778439
563	0.7622416411
564	0.7618552152
565	0.7615487223
566	0.7611546766
567	0.760990689
568	0.7606888917
569	0.7601223817
570	0.7596827714
571	0.7594549586
572	0.7590604707
573	0.7586722435
574	0.7583611732
575	0.757889639
576	0.7571750013
577	0.7566132976
578	0.756262963
579	0.7559006204
580	0.7557963999
581	0.75538416
582	0.7550124534
583	0.7544136602
584	0.7542570668
585	0.7539473387
586	0.753613508
587	0.753378359
588	0.7530681915
589	0.7527193226
590	0.7524386205
591	0.7521967436
592	0.7515977037
593	0.7513589793
594	0.7508820008
595	0.7506829657
596	0.7502997575
597	0.7500260819
598	0.7497927619
599	0.7493545983
600	0.7489224769
601	0.7486872048
602	0.7484474173
603	0.7479465077
604	0.7476754621
605	0.7470195958
606	0.746786746
607	0.7465099853
608	0.7461915414
609	0.7458349713
610	0.7453224124
611	0.7448935782
612	0.7446820537
613	0.7443297802
614	0.7440097413
615	0.7434127622
616	0.7433114801
617	0.7429543068
618	0.7425908457
619	0.7424570653
620	0.7415751605
621	0.7412883165
622	0.7411044342
623	0.7408603274
624	0.740622975
625	0.7404620623
626	0.7401952973
627	0.7399129893
628	0.7395758779
629	0.7393736138
630	0.7390473014
631	0.7386093627
632	0.7382154083
633	0.7378323293
634	0.7374511666
635	0.7371828673
636	0.7367356274
637	0.7364181436
638	0.7359560695
639	0.7356093173
640	0.7351927913
641	0.7347432771
642	0.7344680306
643	0.734074451
644	0.7337591076
645	0.7332210252
646	0.732812134
647	0.7323866226
648	0.7320703911
649	0.7318843455
650	0.7315028245
651	0.7311571206
652	0.730673894
653	0.7302026054
654	0.7300732768
655	0.729696949
656	0.7292421268
657	0.7290588981
658	0.7288239629
659	0.7284630409
660	0.728212665
661	0.7280656126
662	0.7278046544
663	0.7272817366
664	0.7270926202
665	0.7264896521
666	0.7261601968
667	0.7259429159
668	0.7254781618
669	0.7250097171
670	0.7245668364
671	0.7237188218
672	0.7235062006
673	0.7231472233
674	0.7228524533
675	0.7226622219
676	0.7224425283
677	0.7222856641
678	0.7219181301
679	0.7215646071
680	0.7211945519
681	0.7209716903
682	0.720565774
683	0.7201063431
684	0.7199019139
685	0.7194348042
686	0.7190492705
687	0.7187141545
688	0.7184188715
689	0.7181448167
690	0.7180090354
691	0.7176406705
692	0.7172107922
693	0.7168537129
694	0.7163938212
695	0.7161168055
696	0.7157816623
697	0.7152614467
698	0.7149593891
699	0.7146995826
700	0.7144320231
701	0.7140875814
702	0.7138655668
703	0.7134673683
704	0.713287358
705	0.7129553262
706	0.7125415546
707	0.7120917082
708	0.7117005768
709	0.71127779
710	0.7110103868
711	0.7107436955
712	0.7106182414
713	0.7103653339
714	0.7095186806
715	0.7090482665
716	0.7087253486
717	0.7083461887
718	0.7081223891
719	0.707849987
720	0.7074332927
721	0.7070652343
722	0.706857163
723	0.7065828834
724	0.706275662
725	0.7060187945
726	0.7056322095
727	0.705185435
728	0.7047806928
729	0.7043574629
730	0.704055916
731	0.7037223151
732	0.7033525463
733	0.7028970943
734	0.7026112725
735	0.7023506452
736	0.7021793674
737	0.7016412858
738	0.7012210517
739	0.7011049939
740	0.700673177
741	0.7004290726
742	0.7000439356
743	0.6997384531
744	0.6992887819
745	0.6991157424
746	0.6989165591
747	0.6985222358
748	0.6982670914
749	0.6981468341
750	0.6978366494
751	0.6976561443
752	0.6974394359
753	0.6971258103
754	0.6967742098
755	0.6961290892
756	0.6958937682
757	0.6956171904
758	0.6952763521
759	0.6948509675
760	0.6944379803
761	0.6939220586
762	0.6934199567
763	0.6930523426
764	0.6928618073
765	0.6926202772
766	0.6921248041
767	0.6918958398
768	0.6917916329
769	0.6915778562
770	0.6912001062
771	0.6909943834
772	0.6905170662
773	0.6902948634
774	0.6898367918
775	0.6893421014
776	0.6890512423
777	0.6889076189
778	0.6885220685
779	0.688062209
780	0.6879270669
781	0.687386729
782	0.6871746994
783	0.6867961546
784	0.686519434
785	0.6861404344
786	0.6857475599
787	0.6855822514
788	0.685323987
789	0.6851397265
790	0.6848336653
791	0.6844600986
792	0.6842854266
793	0.6839749943
794	0.683715979
795	0.6834441805
796	0.6830795474
797	0.6828920291
798	0.6826307836
799	0.682371908
800	0.6819985365
801	0.6816626308
802	0.6813166472
803	0.6810382853
804	0.6808379914
805	0.6803475909
806	0.6799650125
807	0.6797876055
808	0.6795483261
809	0.6793402869
810	0.6791406561
811	0.6789222
812	0.6786453078
813	0.6783796607
814	0.6780527834
815	0.677672493
816	0.6772260124
817	0.6769485026
818	0.6765489159
819	0.6762156411
820	0.6759367176
821	0.6755863427
822	0.6753003202
823	0.6747840426
824	0.6745739857
825	0.6741586537
826	0.6737146661
827	0.6733161953
828	0.673038068
829	0.6727426473
830	0.6723735153
831	0.6721235322
832	0.6717552526
833	0.6713501913
834	0.671139117
835	0.6708418525
836	0.6706185233
837	0.670240437
838	0.6697589155
839	0.6695255113
840	0.6692650344
841	0.6689764194
842	0.6686382148
843	0.6682824477
844	0.6680680639
845	0.6675849336
846	0.6672519755
847	0.6670007528
848	0.6666216043
849	0.6663183169
850	0.6659458587
851	0.6656388339
852	0.6653193273
853	0.6649317639
854	0.6645356343
855	0.6643002252
856	0.6638646896
857	0.6633888042
858	0.6630432711
859	0.6625551265
860	0.6621441475
861	0.662073281
862	0.6617578596
863	0.6615601524
864	0.6612372913
865	0.6608547
866	0.6606241639
867	0.6604047415
868	0.6601290342
869	0.6599078221
870	0.6596482172
871	0.6591856855
872	0.6588560754
873	0.6585556334
874	0.6582471634
875	0.6581497919
876	0.6579522714
877	0.6577801375
878	0.6572578238
879	0.6568963639
880	0.6563327314
881	0.6558481887
882	0.6557116293
883	0.6555303169
884	0.6553701851
885	0.6550998848
886	0.6550286093
887	0.6548562003
888	0.6545356165
889	0.6542577673
890	0.6535962703
891	0.6532591134
892	0.6531093678
893	0.6529517307
894	0.6527810134
895	0.6524468193
896	0.652037937
897	0.6516027568
898	0.6511739475
899	0.6509074703
900	0.6505460161
901	0.6501226857
902	0.6499165144
903	0.649633897
904	0.6493051604
905	0.6490660393
906	0.6486970005
907	0.6483330346
908	0.6480920617
909	0.6477832199
910	0.6475977947
911	0.6473840412
912	0.6470894854
913	0.6468789454
914	0.6464840914
915	0.6463196167
916	0.6460167639
917	0.6457861093
918	0.6453450848
919	0.6451732454
920	0.6449425054
921	0.6447533729
922	0.6443836901
923	0.6439233571
924	0.6436951874
925	0.643494232
926	0.6432252981
927	0.6429233491
928	0.642658991
929	0.6424828259
930	0.6422255236
931	0.6417250901
932	0.641610874
933	0.6415386707
934	0.641053659
935	0.6407408803
936	0.6405421047
937	0.6402711768
938	0.6398978132
939	0.6397300286
940	0.6393127698
941	0.6390026502
942	0.6387652193
943	0.6385587438
944	0.6384351184
945	0.6379755755
946	0.6378331942
947	0.6374173299
948	0.6371706236
949	0.6369371879
950	0.6368248002
951	0.6364929444
952	0.6362880065
953	0.6361372747
954	0.635644382
955	0.6353550278
956	0.6350402755
957	0.6347080105
958	0.6345711115
959	0.6343441157
960	0.6340467133
961	0.6335963386
962	0.6333403663
963	0.633172457
964	0.6328571224
965	0.6325699861
966	0.6320173598
967	0.6318870053
968	0.6316187634
969	0.6313522122
970	0.6310883438
971	0.630906553
972	0.6306983903
973	0.6303947699
974	0.6299644777
975	0.6298534591
976	0.6296447321
977	0.6292799496
978	0.6290060838
979	0.6289409168
980	0.6286497812
981	0.6283477946
982	0.6281537664
983	0.6279837255
984	0.6277072335
985	0.6275128859
986	0.6273012814
987	0.6271388887
988	0.6269511966
989	0.6268339805
990	0.626410441
991	0.6260641935
992	0.6257337712
993	0.625612279
994	0.625395701
995	0.6251309019
996	0.6248804152
997	0.6246248868
998	0.6245173422
999	0.6242040827
